SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
120800,Mairangi Bay South,Waitemata,Maori,90,Masked,Masked,>950,>950,,,Masked,
120900,Massey Royal Road West,Waitemata,Maori,369,323,307,875,832,,,Masked,
120900,Massey Royal Road West,Waitemata,Pacific Peoples,438,Masked,Masked,>950,>950,,,Masked,
121000,Bayview East,Waitemata,Maori,189,175.0,164.0,926,868,,,Masked,
121000,Bayview East,Waitemata,Pacific Peoples,169,Masked,Masked,>950,>950,,,Masked,
121100,Swanson Rural,Waitemata,Maori,192,176,171,917,891,,,Masked,
121100,Swanson Rural,Waitemata,Pacific Peoples,68,Masked,Masked,>950,>950,,,Masked,
121200,Sunnynook South,Waitemata,Maori,110,100,97,909,882,,,Masked,
121200,Sunnynook South,Waitemata,Pacific Peoples,81,Masked,Masked,>950,>950,,,Masked,
121300,Sunnynook North,Waitemata,Maori,98,Masked,93,>950,949,,,Masked,
121300,Sunnynook North,Waitemata,Pacific Peoples,44,41,41,932,932,,,Masked,
121400,Bayview West,Waitemata,Maori,124,103.0,99.0,831,798,,,Masked,
121400,Bayview West,Waitemata,Pacific Peoples,93,Masked,Masked,>950,>950,,,Masked,
121500,Totara Vale North,Waitemata,Maori,151,141,137,934,907,,,Masked,
121500,Totara Vale North,Waitemata,Pacific Peoples,102,Masked,94,>950,922,,,Masked,
121600,Royal Heights North,Waitemata,Maori,431,399,376,926,872,,,Masked,
121600,Royal Heights North,Waitemata,Pacific Peoples,489,429,419,877,857,,,Masked,
121700,Massey West,Waitemata,Maori,184,154,141,837,766,,,Masked,
121700,Massey West,Waitemata,Pacific Peoples,214,197,185,921,864,,,Masked,
121800,Beach Haven West,Waitemata,Maori,257,234,229,911,891,,,Masked,
121800,Beach Haven West,Waitemata,Pacific Peoples,151,Masked,Masked,>950,>950,,,Masked,
121900,Totara Vale South,Waitemata,Maori,201,187,184,930,915,,,Masked,
121900,Totara Vale South,Waitemata,Pacific Peoples,158,149,146,943,924,,,Masked,
122000,Swanson,Waitemata,Maori,286,257,249,899,871,,,Masked,
122000,Swanson,Waitemata,Pacific Peoples,225,Masked,Masked,>950,>950,,,Masked,
122100,Bayview South,Waitemata,Maori,132,Masked,Masked,>950,>950,,,Masked,
122100,Bayview South,Waitemata,Pacific Peoples,119,106,105,891,882,,,Masked,
122200,Campbells Bay,Waitemata,Maori,79,Masked,Masked,>950,>950,,,Masked,
122300,Royal Heights South,Waitemata,Maori,492,438,403,890,819,,,Masked,
122300,Royal Heights South,Waitemata,Pacific Peoples,645,594,575,921,891,,,Masked,
122400,Beach Haven East,Waitemata,Maori,593,516,479,870,808,,,Masked,
122400,Beach Haven East,Waitemata,Pacific Peoples,523,478,451,914,862,,,Masked,
122500,Massey East,Waitemata,Maori,476,411,380,863,798,,,Masked,
122500,Massey East,Waitemata,Pacific Peoples,849,786,757,926,892,,,Masked,
122600,Forrest Hill North,Waitemata,Maori,62,Masked,58,>950,935,,,Masked,
122700,Glenfield North,Waitemata,Maori,150,135,129.0,900,860,,,Masked,
122700,Glenfield North,Waitemata,Pacific Peoples,134,123,121.0,918,903,,,Masked,
122800,Birkdale North,Waitemata,Maori,414,383,365,925,882,,,Masked,
122800,Birkdale North,Waitemata,Pacific Peoples,338,Masked,321,>950,950,,,Masked,
122900,Massey South,Waitemata,Maori,639,568,537,889,840,,,Masked,
122900,Massey South,Waitemata,Pacific Peoples,810,745,721,920,890,,,Masked,
123000,Ranui North,Waitemata,Maori,667,585,539,877,808,,,Masked,
123000,Ranui North,Waitemata,Pacific Peoples,988,920,885,931,896,,,Masked,
123100,Glenfield West,Waitemata,Maori,144,Masked,133,>950,924,,,Masked,
123100,Glenfield West,Waitemata,Pacific Peoples,112,Masked,Masked,>950,>950,,,Masked,
123200,Te Atatu Peninsula North West,Waitemata,Maori,489,447,421,914,861,,,Masked,
123200,Te Atatu Peninsula North West,Waitemata,Pacific Peoples,276,241,235,873,851,,,Masked,
123300,Glenfield South West,Waitemata,Maori,173.0,159.0,155.0,919,896,,,Masked,
123300,Glenfield South West,Waitemata,Pacific Peoples,166.0,Masked,151.0,>950,910,,,Masked,
123400,Forrest Hill West,Waitemata,Maori,109.0,Masked,Masked,>950,>950,,,Masked,
123400,Forrest Hill West,Waitemata,Pacific Peoples,101.0,95,91,941,901,,,Masked,
123600,Forrest Hill East,Waitemata,Maori,97,89,88,918,907,,,Masked,
123600,Forrest Hill East,Waitemata,Pacific Peoples,69,Masked,Masked,>950,>950,,,Masked,
123700,Castor Bay,Waitemata,Maori,114,Masked,Masked,>950,>950,,,Masked,
123800,Ranui Domain,Waitemata,Maori,611,527,481,863,787,,,Masked,
123800,Ranui Domain,Waitemata,Pacific Peoples,670,631,596,942,890,,,Masked,
123900,Beach Haven South,Waitemata,Maori,171,Masked,Masked,>950,>950,,,Masked,
123900,Beach Haven South,Waitemata,Pacific Peoples,78,74,73,949,936,,,Masked,
124000,Glenfield Central,Waitemata,Maori,161,Masked,150,>950,932,,,Masked,
124000,Glenfield Central,Waitemata,Pacific Peoples,93,Masked,87,>950,935,,,Masked,
124100,Piha,Waitemata,Maori,97,84,81,866,835,,,Masked,
124200,Ranui South West,Waitemata,Maori,371,326,298,879,803,,,Masked,
124200,Ranui South West,Waitemata,Pacific Peoples,469,Masked,430,>950,917,,,Masked,
124300,Henderson Larnoch,Waitemata,Maori,604,551,513,912,849,,,Masked,
124300,Henderson Larnoch,Waitemata,Pacific Peoples,914,859,826,940,904,,,Masked,
124400,Birkdale South,Waitemata,Maori,321,304,295,947,919,,,Masked,
124400,Birkdale South,Waitemata,Pacific Peoples,293,276,271,942,925,,,Masked,
124500,Te Atatu Peninsula Central,Waitemata,Maori,547,518,487,947,890,,,Masked,
124500,Te Atatu Peninsula Central,Waitemata,Pacific Peoples,427,396,383,927,897,,,Masked,
124600,Glenfield East,Waitemata,Maori,99,91.0,89.0,919,899,,,Masked,
124600,Glenfield East,Waitemata,Pacific Peoples,82,Masked,Masked,>950,>950,,,Masked,
124700,Henderson Valley,Waitemata,Maori,126,114,111,905,881,,,Masked,
124700,Henderson Valley,Waitemata,Pacific Peoples,50,Masked,Masked,>950,>950,,,Masked,
124800,Te Atatu Peninsula West,Waitemata,Maori,546,508,483,930,885,,,Masked,
124800,Te Atatu Peninsula West,Waitemata,Pacific Peoples,426,Masked,399,>950,937,,,Masked,
124900,Henderson Lincoln West,Waitemata,Maori,440,375,339,852,770,,,Masked,
124900,Henderson Lincoln West,Waitemata,Pacific Peoples,583,546,535,937,918,,,Masked,
125000,Ranui South East,Waitemata,Maori,291,260,242,893,832,,,Masked,
125000,Ranui South East,Waitemata,Pacific Peoples,443,419,408,946,921,,,Masked,
125200,Birkenhead West,Waitemata,Maori,188,Masked,Masked,>950,>950,,,Masked,
125200,Birkenhead West,Waitemata,Pacific Peoples,84,Masked,Masked,>950,>950,,,Masked,
125300,Te Atatu Peninsula East,Waitemata,Maori,284,269,261,947,919,,,Masked,
125300,Te Atatu Peninsula East,Waitemata,Pacific Peoples,237,216,211,911,890,,,Masked,
125400,Milford West,Waitemata,Maori,79,Masked,74,>950,937,,,Masked,
125500,Westlake,Waitemata,Maori,72,68,68,944,944,,,Masked,
125600,Hillcrest North (Auckland),Waitemata,Maori,155,141,139,910,897,,,Masked,
125600,Hillcrest North (Auckland),Waitemata,Pacific Peoples,77,68,68,883,883,,,Masked,
125700,Henderson Lincoln South,Waitemata,Maori,252,223,216,885,857,,,Masked,
125700,Henderson Lincoln South,Waitemata,Pacific Peoples,357,325,314,910,880,,,Masked,
125800,Hillcrest West (Auckland),Waitemata,Maori,138,128,120,928,870,,,Masked,
125800,Hillcrest West (Auckland),Waitemata,Pacific Peoples,60,56,54,933,900,,,Masked,
126000,Summerland South,Waitemata,Maori,184,169,162,918,880,,,Masked,
126000,Summerland South,Waitemata,Pacific Peoples,277,252,241,910,870,,,Masked,
126100,Summerland North,Waitemata,Maori,151,Masked,143,>950,947,,,Masked,
126100,Summerland North,Waitemata,Pacific Peoples,174,Masked,Masked,>950,>950,,,Masked,
126200,Hillcrest East (Auckland),Waitemata,Maori,185,Masked,171,>950,924,,,Masked,
126200,Hillcrest East (Auckland),Waitemata,Pacific Peoples,85,Masked,Masked,>950,>950,,,Masked,
126300,Chatswood,Waitemata,Maori,111,96,93,865,838,,,Masked,
126300,Chatswood,Waitemata,Pacific Peoples,60,56,56,933,933,,,Masked,
126400,Te Atatu South-Edmonton,Waitemata,Maori,436,398,383,913,878,,,Masked,
126400,Te Atatu South-Edmonton,Waitemata,Pacific Peoples,599,534,509,891,850,,,Masked,
126500,Birkenhead North,Waitemata,Maori,134,Masked,124,>950,925,,,Masked,
126500,Birkenhead North,Waitemata,Pacific Peoples,62,53,52,855,839,,,Masked,
126600,Takapuna West,Waitemata,Maori,149,129,120,866,805,,,Masked,
126600,Takapuna West,Waitemata,Pacific Peoples,78,73,73,936,936,,,Masked,
126700,Henderson North,Waitemata,Maori,438,399,383,911,874,,,Masked,
126700,Henderson North,Waitemata,Pacific Peoples,594,546,531,919,894,,,Masked,
126800,Takapuna Central,Waitemata,Maori,77,Masked,Masked,>950,>950,,,Masked,
126900,Western Heights (Auckland),Waitemata,Maori,330,290,282,879,855,,,Masked,
126900,Western Heights (Auckland),Waitemata,Pacific Peoples,456,Masked,428,>950,939,,,Masked,
127000,Te Atatu South-Central,Waitemata,Maori,407,Masked,382,>950,939,,,Masked,
127000,Te Atatu South-Central,Waitemata,Pacific Peoples,542,500,491,923,906,,,Masked,
127100,Northcote Central (Auckland),Waitemata,Maori,185,173,162,935,876,,,Masked,
127100,Northcote Central (Auckland),Waitemata,Pacific Peoples,218,205,201,940,922,,,Masked,
127200,Akoranga,Waitemata,Maori,95.0,84.0,80.0,884,842,,,Masked,
127200,Akoranga,Waitemata,Pacific Peoples,88.0,Masked,76.0,>950,864,,,Masked,
127300,Northcote South (Auckland),Waitemata,Maori,124,Masked,Masked,>950,>950,,,Masked,
127300,Northcote South (Auckland),Waitemata,Pacific Peoples,60,Masked,Masked,>950,>950,,,Masked,
127400,Birkenhead South,Waitemata,Maori,78,Masked,Masked,>950,>950,,,Masked,
127500,Henderson Central,Waitemata,Maori,156,136,127.0,872,814,,,Masked,
127500,Henderson Central,Waitemata,Pacific Peoples,139,125,119.0,899,856,,,Masked,
127600,Waiatarua,Waitemata,Maori,181,161,158,890,873,,,Masked,
127600,Waiatarua,Waitemata,Pacific Peoples,65,Masked,Masked,>950,>950,,,Masked,
127700,Te Atatu South-McLeod North,Waitemata,Maori,351,329,309,937,880,,,Masked,
127700,Te Atatu South-McLeod North,Waitemata,Pacific Peoples,490,461,454,941,927,,,Masked,
127800,Henderson Valley Park,Waitemata,Maori,333,297,275,892,826,,,Masked,
127800,Henderson Valley Park,Waitemata,Pacific Peoples,556,Masked,527,>950,948,,,Masked,
127900,Henderson North East,Waitemata,Maori,229,197,187,860,817,,,Masked,
127900,Henderson North East,Waitemata,Pacific Peoples,379,339,326,894,860,,,Masked,
128000,Waitakere Ranges South,Waitemata,Maori,86,Masked,Masked,>950,>950,,,Masked,
128100,Northcote Tuff Crater,Waitemata,Maori,70,Masked,Masked,>950,>950,,,Masked,
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,58,Masked,Masked,>950,>950,,,Masked,
128200,Northcote Point (Auckland),Waitemata,Maori,132,Masked,Masked,>950,>950,,,Masked,
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,65,Masked,Masked,>950,>950,,,Masked,
128300,McLaren Park,Waitemata,Maori,514,479,448,932,872,,,Masked,
128300,McLaren Park,Waitemata,Pacific Peoples,"1,074",953,915,887,852,,,Masked,
128400,Henderson East,Waitemata,Maori,259,239,228,923,880,Henderson East,Pfizer Booster Plan,Masked,1000.0
128400,Henderson East,Waitemata,Pacific Peoples,480,442,424,921,883,,,Masked,
128500,Te Atatu South-McLeod South,Waitemata,Maori,379,328,319,865,842,,,Masked,
128500,Te Atatu South-McLeod South,Waitemata,Pacific Peoples,551,522,509,947,924,,,Masked,
128600,Takapuna South,Waitemata,Maori,46,Masked,Masked,>950,>950,,,Masked,
128800,Hauraki,Waitemata,Maori,150,Masked,139,>950,927,,,Masked,
128800,Hauraki,Waitemata,Pacific Peoples,47,Masked,Masked,>950,>950,,,Masked,
128900,Glendene North,Waitemata,Maori,475,440,414,926,872,,,Masked,
128900,Glendene North,Waitemata,Pacific Peoples,982,915,878,932,894,,,Masked,
129000,Sunnyvale West-Parrs Park,Waitemata,Maori,295,273,249,925,844,,,Masked,
129000,Sunnyvale West-Parrs Park,Waitemata,Pacific Peoples,641,596,567,930,885,,,Masked,
129100,Sunnyvale East,Waitemata,Maori,569,532,510,935,896,,,Masked,
129100,Sunnyvale East,Waitemata,Pacific Peoples,763,706,676,925,886,,,Masked,
129200,Point Chevalier West,Auckland,Maori,217,206,199,949,917,,,Masked,
129200,Point Chevalier West,Auckland,Pacific Peoples,184,168,162,913,880,,,Masked,
129300,Belmont (Auckland),Waitemata,Maori,150,Masked,Masked,>950,>950,,,Masked,
129300,Belmont (Auckland),Waitemata,Pacific Peoples,74,64,62,865,838,,,Masked,
129400,Bayswater,Waitemata,Maori,193,181,178,938,922,,,Masked,
129400,Bayswater,Waitemata,Pacific Peoples,107,94,91,879,850,,,Masked,
129500,Glendene South,Waitemata,Maori,287,246,236,857,822,,,Masked,
129500,Glendene South,Waitemata,Pacific Peoples,687,Masked,643,>950,936,,,Masked,
129600,Glen Eden West,Waitemata,Maori,446,402,374,901,839,,,Masked,
129600,Glen Eden West,Waitemata,Pacific Peoples,703,660,632,939,899,,,Masked,
129700,Herne Bay,Auckland,Maori,112,Masked,Masked,>950,>950,,,Masked,
129800,Westmere North,Auckland,Maori,119,110,110,924,924,,,Masked,
129800,Westmere North,Auckland,Pacific Peoples,80,Masked,Masked,>950,>950,,,Masked,
129900,Point Chevalier East,Auckland,Maori,282,268,264,950,936,,,Masked,
129900,Point Chevalier East,Auckland,Pacific Peoples,311,292,284,939,913,,,Masked,
130000,Oratia,Waitemata,Maori,81,Masked,Masked,>950,>950,,,Masked,
130000,Oratia,Waitemata,Pacific Peoples,57,54,54,947,947,,,Masked,
130100,Glen Eden Rosier,Waitemata,Maori,366,331,322,904,880,,,Masked,
130100,Glen Eden Rosier,Waitemata,Pacific Peoples,576,Masked,535,>950,929,,,Masked,
130200,Saint Marys Bay,Auckland,Maori,81,71,71,877,877,,,Masked,
130200,Saint Marys Bay,Auckland,Pacific Peoples,52,44,43,846,827,,,Masked,
130300,Westmere South-Western Springs,Auckland,Maori,216,Masked,203,>950,940,,,Masked,
130300,Westmere South-Western Springs,Auckland,Pacific Peoples,149,Masked,Masked,>950,>950,,,Masked,
130400,Ponsonby West,Auckland,Maori,137,126,124,920,905,,,Masked,
130400,Ponsonby West,Auckland,Pacific Peoples,149,140,134,940,899,,,Masked,
130500,Kelston North,Waitemata,Maori,334,317,299,949,895,,,Masked,
130500,Kelston North,Waitemata,Pacific Peoples,791,724,685,915,866,,,Masked,
130600,Avondale Rosebank ,Auckland,Maori,453,410,391,905,863,,,Masked,
130600,Avondale Rosebank ,Auckland,Pacific Peoples,"1,174","1,068","1,030",910,877,,,Masked,
130700,Narrow Neck,Waitemata,Maori,190,Masked,179,>950,942,,,Masked,
130700,Narrow Neck,Waitemata,Pacific Peoples,56,53,52,946,929,,,Masked,
130800,Glen Eden North,Waitemata,Maori,261,248,238,950,912,,,Masked,
130800,Glen Eden North,Waitemata,Pacific Peoples,483,Masked,Masked,>950,>950,,,Masked,
130900,Glen Eden Woodglen,Waitemata,Maori,403,363,345,901,856,,,Masked,
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,620,581,564,937,910,,,Masked,
131000,Kelston South,Waitemata,Maori,288,261,246,906,854,,,Masked,
131000,Kelston South,Waitemata,Pacific Peoples,651,606,585,931,899,,,Masked,
131100,Waterview,Auckland,Maori,363,341,327,939,901,,,Masked,
131100,Waterview,Auckland,Pacific Peoples,587,Masked,536,>950,913,,,Masked,
131200,Ponsonby East,Auckland,Maori,173,151,150,873,867,,,Masked,
131200,Ponsonby East,Auckland,Pacific Peoples,184,173,170,940,924,,,Masked,
131300,Wynyard-Viaduct,Auckland,Maori,51,46,45,902,882,,,Masked,
131400,Stanley Point,Waitemata,Maori,63,59,59,937,937,,,Masked,
131500,Glen Eden Central,Waitemata,Maori,318.0,283,271,890,852,,,Masked,
131500,Glen Eden Central,Waitemata,Pacific Peoples,316.0,299,288,946,911,,,Masked,
131600,Grey Lynn North,Auckland,Maori,201,Masked,Masked,>950,>950,Grey Lynn North,Pfizer Booster Plan,Masked,1000.0
131600,Grey Lynn North,Auckland,Pacific Peoples,249,232,227,932,912,,,Masked,
131700,Avondale West (Auckland),Auckland,Maori,373,328,297,879,796,,,Masked,
131700,Avondale West (Auckland),Auckland,Pacific Peoples,"1,061",973,942,917,888,,,Masked,
131800,Freemans Bay,Auckland,Maori,243,Masked,Masked,>950,>950,,,Masked,
131800,Freemans Bay,Auckland,Pacific Peoples,175,154,150,880,857,,,Masked,
131900,Mount Albert West,Auckland,Maori,170,Masked,Masked,>950,>950,,,Masked,
131900,Mount Albert West,Auckland,Pacific Peoples,251,220,214,876,853,,,Masked,
132000,Avondale North (Auckland),Auckland,Maori,326,303,291,929,893,,,Masked,
132000,Avondale North (Auckland),Auckland,Pacific Peoples,597,536,512,898,858,,,Masked,
132100,Grey Lynn West,Auckland,Maori,249,231,218,928,876,,,Masked,
132100,Grey Lynn West,Auckland,Pacific Peoples,363,337,327,928,901,,,Masked,
132200,Mount Albert North,Auckland,Maori,250,231,228,924,912,,,Masked,
132200,Mount Albert North,Auckland,Pacific Peoples,298,279,273,936,916,,,Masked,
132300,New Lynn North,Waitemata,Maori,264,232,222,879,841,,,Masked,
132300,New Lynn North,Waitemata,Pacific Peoples,513,484,461,943,899,,,Masked,
132400,Victoria Park ,Auckland,Maori,124,Masked,116,>950,935,,,Masked,
132400,Victoria Park ,Auckland,Pacific Peoples,70,Masked,66,>950,943,,,Masked,
132500,Konini,Waitemata,Maori,250,234,230,936,920,,,Masked,
132500,Konini,Waitemata,Pacific Peoples,184,162,157,880,853,,,Masked,
132600,New Lynn North West,Waitemata,Maori,217,189,180,871,829,,,Masked,
132600,New Lynn North West,Waitemata,Pacific Peoples,409,388,372,949,910,,,Masked,
132700,Hobson Ridge North,Auckland,Maori,133,107,103,805,774,,,Masked,
132700,Hobson Ridge North,Auckland,Pacific Peoples,90,84,79,933,878,,,Masked,
132800,Grey Lynn Central,Auckland,Maori,186,Masked,Masked,>950,>950,,,Masked,
132800,Grey Lynn Central,Auckland,Pacific Peoples,357,Masked,334,>950,936,,,Masked,
132900,Fruitvale,Waitemata,Maori,256,235,225,918,879,,,Masked,
132900,Fruitvale,Waitemata,Pacific Peoples,323,302,291,935,901,,,Masked,
133000,Devonport,Waitemata,Maori,125,Masked,Masked,>950,>950,,,Masked,
133000,Devonport,Waitemata,Pacific Peoples,47,41,41,872,872,,,Masked,
133100,Avondale Central (Auckland),Auckland,Maori,225,198,189,880,840,,,Masked,
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,438,Masked,415,>950,947,,,Masked,
133200,Queen Street,Auckland,Maori,114,Masked,108,>950,947,,,Masked,
133200,Queen Street,Auckland,Pacific Peoples,65,53,52,815,800,,,Masked,
133300,Quay Street-Customs Street,Auckland,Maori,97,78.0,76,804,784,,,Masked,
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,86,77.0,76,895,884,,,Masked,
133400,Hobson Ridge Central,Auckland,Maori,216,190,173,880,801,,,Masked,
133400,Hobson Ridge Central,Auckland,Pacific Peoples,118,Masked,112,>950,949,,,Masked,
133500,Grey Lynn East,Auckland,Maori,133.0,124.0,122.0,932,917,,,Masked,
133500,Grey Lynn East,Auckland,Pacific Peoples,132.0,Masked,124.0,>950,939,,,Masked,
133600,Morningside (Auckland),Auckland,Maori,284,Masked,269,>950,947,,,Masked,
133600,Morningside (Auckland),Auckland,Pacific Peoples,333,309,302,928,907,,,Masked,
133700,Shortland Street,Auckland,Maori,105,98,95,933,905,,,Masked,
133800,Hobson Ridge South,Auckland,Maori,124,105,99,847,798,,,Masked,
133800,Hobson Ridge South,Auckland,Pacific Peoples,47,44,43,936,915,,,Masked,
133900,New Lynn Central,Waitemata,Maori,48.0,40.0,40,833,833,,,Masked,
133900,New Lynn Central,Waitemata,Pacific Peoples,44.0,41.0,40,932,909,,,Masked,
134000,Cheltenham,Waitemata,Maori,53,Masked,Masked,>950,>950,,,Masked,
134100,Queen Street South West,Auckland,Maori,141,122,120,865,851,,,Masked,
134100,Queen Street South West,Auckland,Pacific Peoples,68,60,57,882,838,,,Masked,
134200,Mount Albert Central,Auckland,Maori,213,Masked,197,>950,925,,,Masked,
134200,Mount Albert Central,Auckland,Pacific Peoples,193,179,173,927,896,,,Masked,
134300,Karangahape,Auckland,Maori,150,139,135,927,900,,,Masked,
134300,Karangahape,Auckland,Pacific Peoples,110,100,97,909,882,,,Masked,
134400,Kingsland,Auckland,Maori,270,248,244,919,904,,,Masked,
134400,Kingsland,Auckland,Pacific Peoples,335,314,308,937,919,,,Masked,
134500,Anzac Avenue,Auckland,Maori,162,150,138,926,852,,,Masked,
134500,Anzac Avenue,Auckland,Pacific Peoples,81,71,66,877,815,,,Masked,
134600,Waima-Woodlands Park,Waitemata,Maori,117,107,105,915,897,,,Masked,
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,54,Masked,Masked,>950,>950,,,Masked,
134700,Kaurilands,Waitemata,Maori,236,220,213,932,903,,,Masked,
134700,Kaurilands,Waitemata,Pacific Peoples,116,110,107,948,922,,,Masked,
134900,New Lynn Seabrook,Waitemata,Maori,195,183,173,938,887,,,Masked,
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,351,315,304,897,866,,,Masked,
135000,Avondale South (Auckland),Auckland,Maori,230,210,204,913,887,,,Masked,
135000,Avondale South (Auckland),Auckland,Pacific Peoples,730,692,671,948,919,,,Masked,
135100,Symonds Street North West,Auckland,Maori,151,133,124,881,821,,,Masked,
135100,Symonds Street North West,Auckland,Pacific Peoples,88,82,78,932,886,,,Masked,
135200,Mount Albert South,Auckland,Maori,119,106,101,891,849,,,Masked,
135200,Mount Albert South,Auckland,Pacific Peoples,108,90,90,833,833,,,Masked,
135300,Symonds Street West,Auckland,Maori,185,166,151,897,816,,,Masked,
135300,Symonds Street West,Auckland,Pacific Peoples,114,Masked,Masked,>950,>950,,,Masked,
135400,West Lynn,Waitemata,Maori,208,Masked,195,>950,938,,,Masked,
